School Name,School Code,Subject,M+E #,M+E %,E #,E %,M #,M %,PM #,PM %,NM #,NM %,No. of Students Included,Part. Rate %,Avg. Scaled Score,SGP,Included In SGP,Ach_PCTL,Year
Newton - A E Angier,2070005,SCI,          50,68,           8,11,          42,57,          20,27,           4,5,          74,97,507.2,,,,2021
Newton - Bigelow Middle,2070305,ELA,         298,65,          71,15,         227,49,         129,28,          33,7,         460,93,508.9,44.5,         432,,2021
Newton - Bigelow Middle,2070305,MATH,         261,57,          51,11,         210,46,         156,34,          41,9,         458,93,503.8,34.8,         430,,2021
Newton - Bigelow Middle,2070305,SCI,         100,72,          26,19,          74,53,          32,23,           7,5,         139,86,509.4,,,,2021
Newton - Bowen,2070015,ELA,         115,67,          25,15,          90,53,          46,27,          10,6,         171,98,507.6,46.0,          56,,2021
Newton - Bowen,2070015,MATH,          94,54,          18,10,          76,44,          65,38,          14,8,         173,98,501.2,46.8,          56,,2021
Newton - Bowen,2070015,SCI,          46,75,           7,11,          39,64,          14,23,           1,2,          61,98,509.8,,,,2021
Newton - C C Burr,2070020,ELA,         117,73,          32,20,          85,53,          39,24,           4,3,         160,99,512.9,39.5,          51,,2021
Newton - C C Burr,2070020,MATH,          98,61,          27,17,          71,44,          51,32,          11,7,         160,99,506.3,35.5,          51,,2021
Newton - C C Burr,2070020,SCI,          40,74,           3,6,          37,69,          12,22,           2,4,          54,100,505.9,,,,2021
Newton - Cabot,2070025,ELA,         118,69,          21,12,          97,56,          42,24,          12,7,         172,95,507.8,36.7,          58,,2021
Newton - Cabot,2070025,MATH,          96,56,          18,11,          78,46,          57,33,          18,11,         171,94,500.2,43.4,          57,,2021
Newton - Cabot,2070025,SCI,          38,59,           8,13,          30,47,          20,31,           6,9,          64,99,505.1,,,,2021
Newton - Charles E Brown Middle,2070310,ELA,         526,72,         131,18,         395,54,         166,23,          35,5,         727,93,512.6,47.1,         667,,2021
Newton - Charles E Brown Middle,2070310,MATH,         503,70,         138,19,         365,51,         179,25,          35,5,         717,92,511.9,48.3,         656,,2021
Newton - Charles E Brown Middle,2070310,SCI,         118,62,          36,19,          82,43,          66,35,           7,4,         191,80,508.8,,,,2021
Newton - Countryside,2070040,ELA,         147,79,          32,17,         115,62,          33,18,           6,3,         186,98,511.3,53.1,          58,,2021
Newton - Countryside,2070040,MATH,         111,60,          19,10,          92,49,          64,34,          11,6,         186,98,504.8,32.1,          58,,2021
Newton - Countryside,2070040,SCI,          30,49,           6,10,          24,39,          27,44,           4,7,          61,100,500.3,,,,2021
Newton - F A Day Middle,2070315,ELA,         635,71,         158,18,         477,54,         212,24,          44,5,         891,95,511.3,46.5,         845,,2021
Newton - F A Day Middle,2070315,MATH,         556,62,         132,15,         424,47,         285,32,          53,6,         894,95,506.8,39.2,         847,,2021
Newton - F A Day Middle,2070315,SCI,         168,69,          44,18,         124,51,          62,25,          15,6,         245,89,507.7,,,,2021
Newton - Franklin,2070055,ELA,         144,77,          34,18,         110,59,          39,21,           4,2,         187,96,513.4,30.4,          47,,2021
Newton - Franklin,2070055,MATH,         107,57,          15,8,          92,49,          72,39,           8,4,         187,96,504.0,20.8,          47,,2021
Newton - Franklin,2070055,SCI,          33,66,           1,2,          32,64,          15,30,           2,4,          50,95,504.6,,,,2021
Newton - Horace Mann,2070075,ELA,         145,75,          42,22,         103,53,          42,22,           6,3,         193,99,512.1,53.9,          65,,2021
Newton - Horace Mann,2070075,MATH,         108,56,          27,14,          81,42,          66,34,          20,10,         194,99,502.4,43.5,          64,,2021
Newton - Horace Mann,2070075,SCI,          42,61,          12,17,          30,43,          18,26,           9,13,          69,99,505.1,,,,2021
Newton - John Ward,2070120,ELA,          85,82,          26,25,          59,57,          19,18,           0,0,         104,100,517.9,44.1,          34,,2021
Newton - John Ward,2070120,MATH,          78,75,          15,14,          63,61,          25,24,           1,1,         104,100,511.4,27.1,          34,,2021
Newton - John Ward,2070120,SCI,          24,62,           8,21,          16,41,          14,36,           1,3,          39,100,509.6,,,,2021
Newton - Lincoln-Eliot,2070070,ELA,          94,59,          12,8,          82,51,          54,34,          12,8,         160,96,502.3,24.7,          44,,2021
Newton - Lincoln-Eliot,2070070,MATH,          58,36,          10,6,          48,30,          80,50,          21,13,         159,96,493.6,25.6,          44,,2021
Newton - Lincoln-Eliot,2070070,SCI,          20,40,           2,4,          18,36,          23,46,           7,14,          50,98,495.8,,,,2021
Newton - Mason-Rice,2070080,ELA,         180,87,          60,29,         120,58,          25,12,           1,0,         206,97,519.3,59.9,          76,,2021
Newton - Mason-Rice,2070080,MATH,         153,74,          29,14,         124,60,          49,24,           5,2,         207,98,511.5,62.5,          76,,2021
Newton - Mason-Rice,2070080,SCI,          65,81,          20,25,          45,56,          14,18,           1,1,          80,99,516.8,,,,2021
Newton - Memorial Spaulding,2070105,ELA,         160,71,          43,19,         117,52,          59,26,           6,3,         225,96,511.3,48.7,          68,,2021
Newton - Memorial Spaulding,2070105,MATH,         128,57,          24,11,         104,46,          85,38,          12,5,         225,96,503.7,37.1,          68,,2021
Newton - Memorial Spaulding,2070105,SCI,          49,64,           8,11,          41,54,          22,29,           5,7,          76,96,506.9,,,,2021
Newton - Oak Hill Middle,2070320,ELA,         409,65,          76,12,         333,53,         164,26,          53,8,         626,98,506.0,42.1,         577,,2021
Newton - Oak Hill Middle,2070320,MATH,         408,65,         109,17,         299,48,         162,26,          53,9,         623,97,507.8,43.3,         574,,2021
Newton - Oak Hill Middle,2070320,SCI,          97,67,          39,27,          58,40,          39,27,           9,6,         145,94,511.4,,,,2021
Newton - Peirce,2070100,ELA,          92,79,          28,24,          64,55,          21,18,           4,3,         117,96,515.8,42.9,          38,,2021
Newton - Peirce,2070100,MATH,          79,68,          14,12,          65,56,          31,26,           7,6,         117,96,508.5,38.1,          38,,2021
Newton - Peirce,2070100,SCI,          32,78,          10,24,          22,54,           6,15,           3,7,          41,100,512.1,,,,2021
Newton - Underwood,2070115,ELA,          72,67,          22,21,          50,47,          32,30,           3,3,         107,97,511.1,48.0,          36,,2021
Newton - Underwood,2070115,MATH,          52,49,           8,8,          44,42,          43,41,          11,10,         106,96,500.4,30.6,          36,,2021
Newton - Underwood,2070115,SCI,          26,70,           6,16,          20,54,          10,27,           1,3,          37,95,510.0,,,,2021
Newton - Williams,2070125,ELA,          85,64,          19,14,          66,50,          41,31,           7,5,         133,99,508.0,49.4,          51,,2021
Newton - Williams,2070125,MATH,          72,54,          15,11,          57,43,          49,37,          13,10,         134,99,501.3,43.0,          51,,2021
Newton - Williams,2070125,SCI,          30,57,           9,17,          21,40,          19,36,           4,8,          53,100,504.4,,,,2021
Newton - Zervas,2070130,ELA,         134,69,          36,18,          98,50,          48,25,          13,7,         195,99,509.9,40.8,          50,,2021
Newton - Zervas,2070130,MATH,         112,58,          23,12,          89,46,          59,30,          23,12,         194,98,503.2,38.1,          50,,2021
Newton - Zervas,2070130,SCI,          29,52,           2,4,          27,48,          16,29,          11,20,          56,98,499.5,,,,2021
Norfolk - Freeman-Kennedy School,2080005,ELA,         311,62,          54,11,         257,51,         173,35,          17,3,         501,98,505.6,39.1,         244,,2021
Norfolk - Freeman-Kennedy School,2080005,MATH,         270,54,          38,8,         232,46,         207,41,          23,5,         500,98,502.4,39.9,         243,,2021
Norfolk - Freeman-Kennedy School,2080005,SCI,          82,58,          11,8,          71,50,          53,37,           7,5,         142,99,504.3,,,,2021
North Adams - Brayton,2090035,ELA,          28,25,           2,2,          26,23,          60,54,          23,21,         111,98,487.1,30.1,          52,,2021
North Adams - Brayton,2090035,MATH,           9,8,           0,0,           9,8,          62,56,          40,36,         111,98,474.8,23.1,          52,,2021
North Adams - Brayton,2090035,SCI,           8,31,           3,12,           5,19,          12,46,           6,23,          26,93,493.0,,,,2021
North Adams - Colegrove Park Elementary,2090008,ELA,          47,35,           1,1,          46,35,          64,48,          22,17,         133,100,490.4,27.1,          57,,2021
North Adams - Colegrove Park Elementary,2090008,MATH,          12,9,           1,1,          11,8,          68,51,          53,40,         133,100,475.6,13.7,          57,,2021
North Adams - Colegrove Park Elementary,2090008,SCI,          11,31,           0,0,          11,31,          16,44,           9,25,          36,100,486.9,,,,2021
North Adams - Drury High,2090505,ELA,          32,18,           5,3,          27,16,          70,40,          71,41,         173,86,478.8,21.0,         166,,2021
North Adams - Drury High,2090505,MATH,          30,17,           1,1,          29,17,          74,43,          69,40,         173,86,477.7,21.9,         166,,2021
North Adams - Drury High,2090505,SCI,           8,14,           1,2,           7,13,          23,41,          25,45,          56,78,475.2,,,,2021
North Adams - Greylock,2090015,ELA,          33,35,           8,9,          25,27,          42,45,          19,20,          94,99,492.7,34.5,          44,,2021
